filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00090.au,0.3776877522468567,1613.3157252262965,1972.202261498291,3470.4040149417087,0.058235853449109906,-177.49075317382812,115.34609985351562,9.969871520996094,54.051326751708984,7.616935729980469,28.314298629760742,-9.058338165283203,20.05525779724121,-15.045015335083008,6.224081993103027,-5.689818859100342,1.3842428922653198,-5.837235450744629,5.016451835632324,-0.7486127018928528,5.065468788146973,-5.084879398345947,-2.795499324798584,2.435523748397827,-5.375208854675293,blues
blues.00005.au,0.30234643816947937,1831.9423675966689,1729.483241126701,3480.9372845818016,0.09403986975135449,-177.86904907226562,118.19690704345703,-17.550674438476562,30.758634567260742,-21.742746353149414,11.903802871704102,-20.7342472076416,3.1805975437164307,-8.583483695983887,-0.9364872574806213,-11.776274681091309,-2.420614004135132,-9.339365005493164,-9.939324378967285,-3.9098925590515137,-5.570623874664307,-1.839023232460022,-2.7784204483032227,-3.046865940093994,-8.115808486938477,blues
blues.00098.au,0.4429723024368286,2310.280604027964,2206.7109355032635,4829.320797757837,0.12842590520994582,-90.677490234375,100.09313201904297,-23.91626739501953,52.58112335205078,-20.916391372680664,31.494152069091797,-11.203328132629395,20.085384368896484,-10.909220695495605,17.556228637695312,-14.092525482177734,12.988066673278809,-11.415390968322754,2.906068801879883,-12.012914657592773,4.822585582733154,-11.156673431396484,1.159211277961731,-3.9139559268951416,3.250427007675171,blues
blues.00018.au,0.26992928981781006,1537.6571825463077,2054.7791131062304,3495.653862259336,0.056131935710139316,-252.5339813232422,104.927490234375,15.353577613830566,42.65663528442383,6.7783989906311035,21.618892669677734,-1.2996829748153687,5.68436861038208,-16.614656448364258,12.166092872619629,-1.953307867050171,1.9605573415756226,-0.8814347386360168,7.7786030769348145,2.3902547359466553,1.7741405963897705,1.3393174409866333,3.6306991577148438,4.910860538482666,-2.6519439220428467,blues
blues.00043.au,0.39902549982070923,2155.6549226375455,2372.403604141636,5012.019693002612,0.08716538373161764,-109.16535949707031,100.62149810791016,-8.614720344543457,47.35847473144531,-6.555960178375244,39.61361312866211,-8.518134117126465,29.56467056274414,-16.575960159301758,13.165635108947754,-24.209794998168945,6.5857744216918945,-8.642620086669922,4.912258625030518,-15.442806243896484,1.5387508869171143,-6.732473850250244,1.4177746772766113,-3.9617505073547363,3.2874605655670166,blues
blues.00088.au,0.37797731161117554,1006.7589621973702,1530.437061484363,2074.679121365857,0.03206556574109907,-194.25453186035156,151.85714721679688,-1.1972692012786865,39.198062896728516,16.58161163330078,18.25757598876953,-1.396667718887329,14.883663177490234,-11.617612838745117,2.4517087936401367,-5.080100059509277,3.9460184574127197,-0.9004499316215515,0.638455867767334,-8.354743003845215,-7.515804290771484,-8.049328804016113,-5.410956859588623,-2.5356876850128174,0.12851206958293915,blues
blues.00080.au,0.368158221244812,1827.148035708558,1898.7171236116085,3743.6190295145607,0.09403873597136223,-54.72768783569336,119.47319793701172,-34.8455810546875,37.52878952026367,-15.874041557312012,22.068437576293945,-14.655402183532715,18.519847869873047,-9.629923820495605,11.255999565124512,-11.723004341125488,11.53546142578125,-6.421255111694336,1.7880866527557373,-5.874568939208984,0.3709390163421631,-9.066488265991211,-2.021231174468994,-5.417519569396973,0.024243535473942757,blues
blues.00003.au,0.40477898716926575,1070.1199533246056,1596.3339477626864,2185.028454098539,0.03330894446594427,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461646080017,14.2383451461792,-4.830882549285889,9.297966003417969,-0.7577415704727173,8.149012565612793,-3.1963140964508057,6.087676525115967,-2.4764208793640137,-1.0738900899887085,-2.8747777938842773,0.7809770703315735,-3.316931962966919,0.6379815340042114,-0.6196900606155396,-3.408233404159546,blues
blues.00034.au,0.2622484564781189,1536.7830758847113,2157.1380999035514,3601.0282250749806,0.04570040392801858,-217.21119689941406,105.79116821289062,15.618613243103027,25.263057708740234,-1.4379987716674805,30.19539451599121,-17.713642120361328,17.32149887084961,-27.20954132080078,4.3398284912109375,-20.063430786132812,-10.695903778076172,-14.224881172180176,-5.156212329864502,-3.471578359603882,-6.1842780113220215,-15.325319290161133,-6.845778942108154,-9.82835578918457,-13.941390991210938,blues
blues.00072.au,0.30692827701568604,2595.5380060987645,2519.2961185904483,5660.407438957285,0.12924562814434984,-118.66523742675781,87.60095977783203,6.563413619995117,45.09428024291992,-38.90345001220703,20.815967559814453,-26.852989196777344,13.791709899902344,-17.234159469604492,5.1049909591674805,-15.705421447753906,3.9784128665924072,-27.542308807373047,3.0504884719848633,-15.946971893310547,10.868559837341309,-12.646966934204102,2.8207478523254395,-13.3370943069458,-4.3755388259887695,blues
blues.00051.au,0.39375555515289307,1977.1723772350394,1927.8036923839188,3942.834491552583,0.1066270952254257,-55.57924270629883,114.93585205078125,-37.05282974243164,64.89651489257812,-7.1393537521362305,15.238384246826172,-16.22261619567871,18.630809783935547,-9.745892524719238,21.46004295349121,-5.641416549682617,12.782317161560059,-16.5286808013916,3.7937872409820557,-7.890870571136475,8.47761058807373,-4.065209865570068,3.207441568374634,-5.178250789642334,-1.279523253440857,blues
blues.00075.au,0.46643587946891785,2225.216647159957,2255.1950050803102,4703.188227130901,0.10858664497871517,-86.35233306884766,92.67524719238281,-15.37740707397461,54.05977249145508,0.8832093477249146,31.563926696777344,-14.615397453308105,23.320064544677734,-14.975419998168945,15.335823059082031,-7.047201633453369,12.18127155303955,-6.0976243019104,7.025419235229492,-5.805347919464111,7.432127952575684,-6.075141906738281,3.382990837097168,-4.276933670043945,1.2381927967071533,blues
blues.00070.au,0.32273417711257935,2159.5466535253163,2130.376825874638,4685.046670163748,0.0983489895752709,-133.0159912109375,105.72269439697266,-22.138973236083984,41.8186149597168,-26.988737106323242,19.122447967529297,-26.566394805908203,19.239805221557617,-15.332085609436035,6.986050605773926,-10.813204765319824,6.79120397567749,-11.727091789245605,4.397388458251953,-6.039440631866455,1.966113567352295,-12.32032299041748,3.2538933753967285,-8.809823989868164,-3.379920721054077,blues
blues.00002.au,0.3636028468608856,1552.4819582458867,1747.1659849613072,3040.514947755418,0.07630074799245357,-90.75438690185547,140.45989990234375,-29.109968185424805,31.68901252746582,-13.987035751342773,25.754758834838867,-13.649584770202637,11.629270553588867,-11.78058910369873,9.706442832946777,-13.1231107711792,5.789265155792236,-8.905223846435547,-1.0837199687957764,-9.218358993530273,2.455806016921997,-7.726901054382324,-1.815722942352295,-3.433434247970581,-2.2268214225769043,blues
blues.00085.au,0.31536296010017395,1312.3081994305708,1673.9156134044704,2638.117380998452,0.059416496347716716,-180.12359619140625,131.42027282714844,0.5661872625350952,43.152923583984375,14.135186195373535,25.62855339050293,-5.313080310821533,12.040289878845215,-13.536840438842773,-1.0909931659698486,-7.60567569732666,2.7180545330047607,0.7725881338119507,1.9975883960723877,-6.093858242034912,3.4840424060821533,-8.34147834777832,3.204648733139038,-0.9269437789916992,-2.2436864376068115,blues
blues.00087.au,0.3367730975151062,1442.190270579292,1870.5341550882315,3083.4146883465555,0.050889337025928794,-155.5049285888672,125.63886260986328,1.5965533256530762,45.80451965332031,0.9007782936096191,25.367563247680664,-10.787496566772461,15.56638240814209,-11.920467376708984,1.2644407749176025,-6.649820804595947,-0.7928930521011353,-7.748056888580322,0.41354799270629883,-7.030261993408203,3.997678756713867,-6.256611347198486,0.9582270383834839,2.0198214054107666,-5.742188453674316,blues
blues.00083.au,0.42729440331459045,2314.748478923844,2261.694349187705,5036.169546971749,0.11795053393479102,-19.867149353027344,98.89781188964844,-24.477807998657227,49.59175491333008,-16.202192306518555,30.20445442199707,-18.029300689697266,27.562143325805664,-11.4053373336792,14.88330078125,-8.911967277526855,11.674802780151367,-10.887060165405273,9.315447807312012,-5.833090305328369,9.26136302947998,-4.050387859344482,3.255898952484131,-3.466851234436035,2.3807849884033203,blues
blues.00007.au,0.30792105197906494,1451.7541466600373,1577.3699166309016,2955.348796076819,0.06143500266060371,-179.3954315185547,136.45924377441406,-26.656362533569336,39.9880256652832,5.289677143096924,10.92442798614502,-20.5618896484375,8.513764381408691,-11.356908798217773,-3.4690773487091064,-8.414555549621582,-6.954826354980469,-3.5445361137390137,-8.051241874694824,-8.9595365524292,-8.424336433410645,-10.558883666992188,-10.78815746307373,-4.693748474121094,-8.638612747192383,blues
blues.00066.au,0.37470972537994385,2340.4328733825514,2256.538115173274,4972.503265286377,0.1217751517753483,-116.51740264892578,97.43028259277344,-13.8801908493042,48.96675491333008,-22.582242965698242,27.753969192504883,-20.228649139404297,18.630767822265625,-14.64288330078125,8.473098754882812,-16.644655227661133,10.998190879821777,-13.861800193786621,9.735366821289062,-5.089487552642822,2.6346378326416016,-9.88381576538086,6.159058570861816,-7.682607173919678,-4.852478981018066,blues
blues.00022.au,0.30645084381103516,1156.0704963820476,1497.6681759683668,2170.053544649768,0.05861340218653251,-233.86077880859375,136.17022705078125,3.2894880771636963,48.93119430541992,8.699104309082031,13.954752922058105,5.359447002410889,0.38133499026298523,-13.490265846252441,16.871767044067383,5.145257472991943,-2.250577211380005,3.9591968059539795,5.322554588317871,0.8120282292366028,-1.1072007417678833,-4.556555271148682,-2.4364895820617676,3.3169126510620117,-0.6084851026535034,blues
blues.00069.au,0.2918843924999237,2371.099277792781,2209.6993457718313,5004.1114074895995,0.12514096664570434,-121.40885162353516,96.1060791015625,-19.613256454467773,48.01165008544922,-38.798702239990234,24.746747970581055,-32.93358612060547,8.09936237335205,-17.798168182373047,6.1094489097595215,-19.986543655395508,6.793615818023682,-19.333881378173828,-0.11444701254367828,-12.250432014465332,-4.9274373054504395,-10.40958023071289,-2.049565315246582,-1.768211007118225,-3.9621589183807373,blues
blues.00035.au,0.28833019733428955,1506.9793924502912,2096.6376311044596,3404.796078330592,0.045430186363196595,-171.7860565185547,120.28023529052734,15.336581230163574,21.097278594970703,-5.410020351409912,24.192474365234375,-24.140308380126953,18.545324325561523,-22.35298728942871,1.3026390075683594,-20.761293411254883,-4.9845452308654785,-17.11959457397461,-7.898077011108398,-15.321157455444336,-9.350150108337402,-8.906129837036133,-8.51696491241455,-14.330010414123535,-19.93520164489746,blues
blues.00076.au,0.36557531356811523,2645.6816610382457,2426.198511888736,5612.507728600281,0.1364685625483746,-52.69306182861328,74.43028259277344,-18.69243812561035,56.32386779785156,-3.939687490463257,31.97183609008789,-16.459636688232422,22.409400939941406,-12.257828712463379,27.216745376586914,-9.23317813873291,7.792498588562012,-10.561925888061523,6.946955680847168,-9.1278657913208,13.02009105682373,-9.854001998901367,3.689460039138794,-4.947725772857666,4.426065444946289,blues
blues.00050.au,0.4008597433567047,1945.8484252463334,2082.2466258883846,4175.874749056695,0.08580598152089783,-82.97901916503906,107.0521240234375,-25.320451736450195,57.1249885559082,0.08543932437896729,34.696800231933594,-11.042019844055176,20.532697677612305,-11.213176727294922,14.834124565124512,-10.229333877563477,12.539581298828125,-9.762303352355957,2.5622525215148926,-6.3008527755737305,2.9967846870422363,-8.718454360961914,-0.32658132910728455,-2.980347156524658,0.7126001715660095,blues
blues.00068.au,0.2899323105812073,2513.716817329612,2345.23061418645,5247.443269428454,0.13514619715073528,-113.16776275634766,88.70933532714844,-8.925342559814453,49.487491607666016,-34.58000564575195,15.865089416503906,-17.74437713623047,14.714099884033203,-11.207615852355957,15.366562843322754,-15.081730842590332,8.748787879943848,-18.63089942932129,5.474217414855957,-9.267430305480957,8.017963409423828,-9.552074432373047,5.873594284057617,-4.402834892272949,3.6153485774993896,blues
blues.00015.au,0.2703125476837158,1420.529293495708,1731.1922519421796,2930.540612755176,0.0637176797116873,-238.5189666748047,120.08455657958984,-4.2278852462768555,42.307071685791016,5.920909404754639,13.919159889221191,5.361618518829346,1.901833176612854,-16.933202743530273,12.345273971557617,3.9470150470733643,-1.3848226070404053,0.02188054844737053,3.5866940021514893,-4.503951549530029,-5.5422682762146,-6.888212203979492,-4.828141689300537,1.7350057363510132,-1.8888143301010132,blues
blues.00084.au,0.39625832438468933,2061.1507350613706,2085.1594475651855,4221.149475286619,0.11339689555921052,-38.965938568115234,112.03983306884766,-31.817035675048828,38.2408332824707,-6.320413112640381,23.33153533935547,-18.77845573425293,23.931795120239258,-10.936107635498047,13.233850479125977,-14.381296157836914,13.327048301696777,-10.921601295471191,9.795614242553711,-5.031277179718018,7.200983047485352,-6.754969120025635,2.663612127304077,-4.380430221557617,0.4140546917915344,blues
blues.00079.au,0.4214945137500763,2443.2982076738144,2358.443292548332,5267.60148086784,0.12473545133513932,-3.528043746948242,92.91431427001953,-25.110401153564453,45.177696228027344,-10.861859321594238,31.85436248779297,-18.049331665039062,28.619508743286133,-10.22403335571289,14.666932106018066,-14.899713516235352,14.74299430847168,-15.600666046142578,9.548171043395996,-14.788736343383789,2.0678563117980957,-13.821131706237793,3.5636167526245117,-5.965994834899902,-1.6499977111816406,blues
